Lot_Number,Client,Commercial,Client_Sample_ID,Common_Name,Sample_Type,Phylum,Class,Genus,Species,Sample_Form,Region,Town,Site,Analysis_by,Isotopes,ZooMS,AAR,Lipid,DNA,Other_Analysis,Return_Sample,Returned,Return_Date,Archive_Box,Extra_Information,Date_Recieved,
8856,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 L8,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8857,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 L9,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8858,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 L10,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8859,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 P-1,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8860,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 P-2,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8861,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 P-3,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8862,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SCO8 SC23 P1,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8863,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 P2,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8864,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 P3,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8865,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 P4,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8866,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 P5,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8867,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 P6,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8868,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 P7,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8869,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 P8,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8870,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 P9,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8871,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 K-1,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8872,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 K-2,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8873,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 K-3,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8874,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 K-4,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8875,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SCO8 SC23 K1/2,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8876,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SCO8 SC23 K2/2,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8877,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 K3,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8878,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 K5,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8879,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 K6,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8880,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 K7,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8881,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 K8,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8882,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 K9,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8883,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 O-1,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8884,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 O-2,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8885,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 O-3,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8886,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 O1,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8887,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 O2,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8888,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 O3,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8889,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 O4,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8890,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 O5,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8891,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 O6,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8892,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 O7,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8893,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 O8,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8894,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 O9,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8895,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 10 1/2,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8896,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 10 2/2,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8897,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 N-1,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8898,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 N-2,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8899,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 N1,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8900,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 N2,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8901,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 N3,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8902,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 N4,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8903,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 N5,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8904,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 N6,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8905,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 N7,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8906,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 N8,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8907,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 N9,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8908,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 N10,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8909,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 M-1,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8910,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 M-2,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8911,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 M-3,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8912,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SCO8 SC23 M-4,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8913,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 M1,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8914,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 M2 1/2,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8915,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 M2 2/2,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8916,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 M3,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8917,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 M4,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8918,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 M5,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8919,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 M6,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8920,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 M8,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8921,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 M9,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8922,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 Q-2,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8923,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 Q1,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8924,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 Q4,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8925,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SCO8 SC23 Q5,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8926,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SCO8 SC23 Q6,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8927,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 Q8,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8928,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 J-2,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8929,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 J-3 1/2,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8930,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 J-3 2/2,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8931,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 J-4,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8932,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 J1,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8933,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 J2,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8934,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 J3,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8935,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 E-1,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8936,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 E-2,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8937,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 E-3,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8938,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 E-4,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8939,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 E1,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8940,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 E2,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8941,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 E3,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8942,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 Q-3,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8943,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 Q-1,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8944,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 Q2,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8945,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 Q3,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8946,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 Q7,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8947,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 Q9,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8948,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 Q10,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8949,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 L2,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8950,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 P10,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8951,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 J1,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8952,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 M10,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8953,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 K2,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8954,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 M7,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8955,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 M1,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
8956,0,FALSE,LEGACY,Unknown,Phytolith,,,,,Soil,,Star Carr,SC08 SC23 I-4,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,27-0-,"Sample From: Nicky Milner, Date Excavated: 2008",22/01/2013,
