Lot_Number,Client,Commercial,Client_Sample_ID,Common_Name,Sample_Type,Phylum,Class,Genus,Species,Sample_Form,Region,Town,Site,Analysis_by,Isotopes,ZooMS,AAR,Lipid,DNA,Other_Analysis,Return_Sample,Returned,Return_Date,Archive_Box,Extra_Information,Date_Recieved,
1672,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/2018,BRT(B) 1955/1950 Midshelf,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1673,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/2019,BRT(B) 1915/1910A Midshelf,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1674,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/2020,BRT(B) 1880/1875B Midshelf,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1675,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/2021,BRT(B) 1860/1855 Midshelf,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1676,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/2022,BRT(B) 1845/1840A Midshelf,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1677,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/2023,BRT(B) 1775/1770 Midshelf,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1678,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/2024,BRT(B) 1745/1740 Midshelf,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1679,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/2025,BRT(B) 1685/1680A Midshelf,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1680,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/2026,BRT(B) 1685/1680B Midshelf,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1681,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/2027,BRT(B) 1620/1615 Midshelf,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1682,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/2028,BRT(B) 1570/1565 Midshelf,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1683,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/2029,BRO 1975/1970 Inshore,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1684,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/1930,BRO 1955/1950B Inshore,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1685,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/1931,BRO 1915/1910 Inshore,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1686,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/1932,BRO 1880/1875B Inshore,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1687,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/1933,BRO 1860/1855 Inshore,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1688,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/1934,BRO 1845/1840A Inshore,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1689,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/1935,BRO 1775/1770A Inshore,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1690,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/1936,KMN 1975/1970 Inshore,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1691,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/1937,KMN 1955/1950 Inshore,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1692,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/1938,KMN 1915/1910 Inshore,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1693,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/1939,KMN 1880/1875 Inshore,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1694,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/1940,KMN 1860/1855 Inshore,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1695,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/1941,GPI 1955/1950 Inshore,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1696,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/1942,GPI 1915/1910 Inshore,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1697,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/1943,Hav 1685/1680,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1698,0,FALSE,LEGACY,N/A,Sediment,,,,,Sediment,,Trimingham,lake mud-TB4 UEA,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Extra Information: lake mud sediment, Sample From: PR, Date Excavated: 2000",,
1699,0,FALSE,LEGACY,Limpet,Shell,Mollusca,Bivalvia,Patella,vulgata,10,,Robin Hood's Bay,Modern,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-SO13,"Sample From: BD, Date Excavated: 2000",,
1700,0,FALSE,LEGACY,Mollusc,Shell,Mollusca,Bivalvia,Cardium,,1,,Xeraco-Valencia-Spain,XE 02-153-11.1m,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-SO13,"Sample From: AG, Date Excavated: 2000",,
1701,0,FALSE,LEGACY,Mollusc,Shell,Mollusca,Bivalvia,Cardium,,1,,Xeraco-Valencia-Spain,16.5 m,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-SO13,"Sample From: AG, Date Excavated: 2000",,
1702,0,FALSE,LEGACY,Mollusc,Shell,Mollusca,Bivalvia,Cardium,,2,,Xeraco-Valencia-Spain,26.5 m,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-SO13,"Extra Information: Cardium (juvenii), Sample From: AG, Date Excavated: 2000",,
1703,0,FALSE,LEGACY,Mollusc,Shell,Mollusca,Bivalvia,Cardium,glaucum,3,,Xeraco-Valencia-Spain,28.4 m,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-SO13,"Extra Information: Cardium glaucum, Sample From: AG, Date Excavated: 2000",,
1704,0,FALSE,LEGACY,Mollusc,Shell,Mollusca,Bivalvia,Cardium,,1,,Xeraco-Valencia-Spain,32.1 m,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-SO13,"Extra Information: Cardium (juvenii), Sample From: AG, Date Excavated: 2000",,
1705,0,FALSE,LEGACY,Mollusc,Shell,Mollusca,Bivalvia,Cardium,glaucum,2,,Xeraco-Valencia-Spain,33.3 m,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-SO13,"Extra Information: Cardium glaucum, Sample From: AG, Date Excavated: 2000",,
1706,0,FALSE,LEGACY,Mollusc,Shell,Mollusca,Bivalvia,Cardium,,2,,Xeraco-Valencia-Spain,44.5 m,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-SO13,"Extra Information: Cardium (juvenii), Sample From: AG, Date Excavated: 2000",,
1707,0,FALSE,LEGACY,Cockle,Shell,Mollusca,Bivalvia,Cardium,,1,,Xeraco-Valencia-Spain,46.9 m,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-SO13,"Extra Information: frag. Cardium, Sample From: AG, Date Excavated: 2000",,
1708,0,FALSE,LEGACY,Ostrich,Eggshell,Chordata,Aves,Struthio,camelus,1,,Abu Tabari-Lower Wadi Howar-Northern Sudan-Sample 1,Abu Tabari S02/1-2-Square 21/51d-25-bead-weight 0.08g-found in a burial context,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-offi,"Extra Information: Ostrich eggshell bead, Sample From: Frederike, Date Excavated: 2000",,
1709,0,FALSE,LEGACY,Ostrich,Eggshell,Chordata,Aves,Struthio,camelus,1,,Abu Tabari-Lower Wadi Howar-Northern Sudan-Sample 2,Abu Tabari S02/1-1-Square 11/55d-17-bead-weight 0.12g-found during excavation in a depth of 5-10cm below the present surface,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-offi,"Extra Information: Ostrich eggshell bead, Sample From: Frederike, Date Excavated: 2000",,
1710,0,FALSE,LEGACY,Ostrich,Eggshell,Chordata,Aves,Struthio,camelus,1,,Abu Tabari-Lower Wadi Howar-Northern Sudan-Sample 3,Abu Tabari S02/52-1-Square 200/54-3-preform of an ostrich eggshell bead-weight 0.47g-found on the surface,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-offi,"Extra Information: Ostrich eggshell bead, Sample From: Frederike, Date Excavated: 2000",,
1711,0,FALSE,LEGACY,Ostrich,Eggshell,Chordata,Aves,Struthio,camelus,1,,Abu Tabari-Lower Wadi Howar-Northern Sudan-Sample 4,Abu Tabari S02/28-7-Square 70/120a-25-bead-weight 0.17g-found in a burial context ca. 10-15 cm below the present surface,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-offi,"Extra Information: Ostrich eggshell bead, Sample From: Frederike, Date Excavated: 2000",,
1712,0,FALSE,LEGACY,Ostrich,Eggshell,Chordata,Aves,Struthio,camelus,1,,Abu Tabari-Lower Wadi Howar-Northern Sudan-Sample 5,Abu Tabari S02/28-13-Square 151/220c-18-bead-weight 0.18g-found in a pit with pottery and some bones approximately 20-30cm below the present surface,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-offi,"Extra Information: Ostrich eggshell bead, Sample From: Frederike, Date Excavated: 2000",,
1713,0,FALSE,LEGACY,Ostrich,Eggshell,Chordata,Aves,Struthio,camelus,1,,Abu Tabari-Lower Wadi Howar-Northern Sudan-Sample 6,Abu Tabari S02/28-19-Square 190/200b-3-bead-weight 0.13g-found on the surface of a pit filled with cattle bones and some lithic artefacts,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-offi,"Extra Information: Ostrich eggshell bead, Sample From: Frederike, Date Excavated: 2000",,
1714,0,FALSE,LEGACY,Ostrich,Eggshell,Chordata,Aves,Struthio,camelus,1,,Abu Tabari-Lower Wadi Howar-Northern Sudan-Sample 7,Abu Tabari S02/28-20-Square 150/201b-21-bead-weight 0.17g-found in a depth of 5-10cm in a pit filled with pottery as well as animal and human bones,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-offi,"Extra Information: Ostrich eggshell bead, Sample From: Frederike, Date Excavated: 2000",,
1715,0,FALSE,LEGACY,Ostrich,Eggshell,Chordata,Aves,Struthio,camelus,1,,Dreizack-Lower Wadi Howar-Northern Sudan-Sample 8,Dreizack S95/2-2-Square 16/42b-7-bead-weight 0.08g-found during excavation in a depth of 20-30cm below the present surface,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-offi,"Extra Information: Ostrich eggshell bead, Sample From: Frederike, Date Excavated: 2000",,
1716,0,FALSE,LEGACY,Ostrich,Eggshell,Chordata,Aves,Struthio,camelus,1,,Abu Tabari-Lower Wadi Howar-Northern Sudan-Sample 9,Abu Tabari S97/1-1-Square 99/107d-13-fragment of a bead-weight 0.14g-found during excavation in a depth of 0-5cm below the present surface,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-offi,"Extra Information: Ostrich eggshell bead, Sample From: Frederike, Date Excavated: 2000",,
1717,0,FALSE,LEGACY,Ostrich,Eggshell,Chordata,Aves,Struthio,camelus,1,,Abu Tabari-Lower Wadi Howar-Northern Sudan-Sample 10,Abu Tabari S97/1-1-Square 99/106b-64-unworked fragment of ostrich eggshell-weight 0.23g-found during excavation in a depth of 45-50cm below the present surface,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-offi,"Extra Information: Ostrich eggshell bead, Sample From: Frederike, Date Excavated: 2000",,
1718,0,FALSE,LEGACY,Ostrich,Eggshell,Chordata,Aves,Struthio,camelus,1,,Conical Hill-Lower Wadi Howar-Northern Sudan-Sample 11,Conical Hill S95/4-1-Square 32/59d-30-fragment of an ostrich eggshell bead-weight 0.16g-found underneath a very disturbed burial-60-70cm below the present surface,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-offi,"Extra Information: Ostrich eggshell bead, Sample From: Frederike, Date Excavated: 2000",,
1719,0,FALSE,LEGACY,Ostrich,Eggshell,Chordata,Aves,Struthio,camelus,1,,Jebel Abyad-Lower Wadi Howar-Northern Sudan-Sample 12,Jebel Abyad S06/6-bead-weight 0.13g-surface find-nearby a human skeleton with an iron bracelet,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-offi,"Extra Information: Ostrich eggshell bead, Sample From: Frederike, Date Excavated: 2000",,
1720,0,FALSE,LEGACY,Ostrich,Eggshell,Chordata,Aves,Struthio,camelus,1,,Abu Tabari-Lower Wadi Howar-Northern Sudan-Sample 13,Abu Tabari S06/2-1-Square 41/81a-19-bead-weight 0.16g-found in a depth of 15-20cm in a burial pit,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-offi,"Extra Information: Ostrich eggshell bead, Sample From: Frederike, Date Excavated: 2000",,
1721,0,FALSE,LEGACY,Mollusc,Opercula/Operculum,Mollusca,Gastropoda,,,half,,Klasies River,KRM1A-location 15-[705],0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-offi,"Extra Information: opercula (Turbo?), Sample From: CM, Date Excavated: 2000",,
1722,0,FALSE,LEGACY,Mollusc,Opercula/Operculum,Mollusca,Gastropoda,,,half,,Klasies River,KRM1A-location 14-[704],0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-offi,"Extra Information: opercula (Turbo?), Sample From: CM, Date Excavated: 2000",,
1723,0,FALSE,LEGACY,Mollusc,Opercula/Operculum,Mollusca,Gastropoda,,,half,,Nelson Bay Cave,NBC-location gamma-3-Jake,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-offi,"Extra Information: opercula (Turbo?), Sample From: CM, Date Excavated: 2000",,
1724,0,FALSE,LEGACY,Mollusc,Opercula/Operculum,Mollusca,Gastropoda,,,half,,Nelson Bay Cave,NBC-location B3-Jake,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-offi,"Extra Information: opercula (Turbo?), Sample From: CM, Date Excavated: 2000",,
1725,0,FALSE,LEGACY,N/A,Sediment,,,,,Sediment,,Funthams Lane,temperature core site,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-offi,"Sample From: KP, Date Excavated: 2000",,
1726,0,FALSE,LEGACY,Snail,Opercula/Operculum,Mollusca,Gastropoda,Bithynia,tentaculata,10,,CTRL,ARC ZR4/00 <127> (527),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: Bithynia tentaculata opercula. CTRL, Sample From: FWS via RP, Date Excavated: 2000",,
1727,0,FALSE,LEGACY,Mollusc,Unknown,Mollusca,Gastropoda,Bithynia,tentaculata,2 sh-3 op,,CTRL,ARC ZRA/00 <134> (537),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: Bithynia tentaculata shell and opercula. shells and operculum. CTRL, Sample From: FWS via RP, Date Excavated: 2000",,
1728,0,FALSE,LEGACY,Snail,Opercula/Operculum,Mollusca,Gastropoda,Bithynia,tentaculata,6,,CTRL,ARC <214> (608),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: Bithynia tentaculata opercula. CTRL, Sample From: FWS via RP, Date Excavated: 2000",,
1729,0,FALSE,LEGACY,Snail,Opercula/Operculum,Mollusca,Gastropoda,Bithynia,tentaculata,12,,CTRL,ARC ESG/00 (3789013) <65>,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: Bithynia tentaculata opercula. CTRL, Sample From: FWS via RP, Date Excavated: 2000",,
1730,0,FALSE,LEGACY,Mollusc,Unknown,Mollusca,Gastropoda,Bithynia,tentaculata,2 sh-10 op,,CTRL,ARC ESG/00 (Belgrandia),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: Bithynia tentaculata shell and opercula. shells and operculum. CTRL, Sample From: FWS via RP, Date Excavated: 2000",,
1731,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Pupilla,,5 fragments,,CTRL,ARC ESG/01 3833011,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: CTRL, Sample From: FWS via RP, Date Excavated: 2000",,
1732,0,FALSE,LEGACY,Snail,Opercula/Operculum,Mollusca,Gastropoda,Bithynia,tentaculata,1,,CTRL,ARC ESG/01 (3790003) <29>,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: Bithynia tentaculata opercula. CTRL, Sample From: FWS via RP, Date Excavated: 2000",,
1733,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Pupilla,,20,,CTRL,ARC EBB/01 (105002) 100178 RES (SN + SV),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: CTRL, Sample From: FWS via RP, Date Excavated: 2000",,
1734,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Pupilla,,9,,CTRL,ARC EBB/01 <11287> 15947,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: CTRL, Sample From: FWS via RP, Date Excavated: 2000",,
1735,0,FALSE,LEGACY,Snail,Opercula/Operculum,Mollusca,Gastropoda,Bithynia,,1 De-1 op-4 Pup,,CTRL,ARC EBB/01 <31506> 3972042,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: CTRL. Pupilla-Deroceras-Bithynia opercula, Sample From: FWS via RP, Date Excavated: 2000",,
1736,0,FALSE,LEGACY,Snail,Opercula/Operculum,Mollusca,Gastropoda,,,2 Val-1 op-3 Pup,,CTRL,ARC EBB/01 <31513> 3972042,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: CTRL. Pupilla-Valvata-Bithynia opercula, Sample From: FWS via RP, Date Excavated: 2000",,
1737,0,FALSE,LEGACY,Snail,Opercula/Operculum,Mollusca,Gastropoda,Bithynia,tentaculata,1,,CTRL,ARC EBB/01 <31180> 3972024,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: Bithynia tentaculata opercula. CTRL, Sample From: FWS via RP, Date Excavated: 2000",,
1738,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Pupilla,muscorum,4,,CTRL,ARC EBB/01 4017022 <4017554>,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: CTRL, Sample From: FWS via RP, Date Excavated: 2000",,
1739,0,FALSE,LEGACY,Mollusc,Unknown,Mollusca,Gastropoda,Bithynia,tentaculata,2 sh-8 op,,CTRL,ARC EBB/01 <31180> 3972024,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: Bithynia tentaculata shell and opercula. shells and operculum. CTRL, Sample From: FWS via RP, Date Excavated: 2000",,
1740,0,FALSE,LEGACY,Snail,Opercula/Operculum,Mollusca,Gastropoda,Bithynia,,2 Pup-1op,,CTRL,ARC EBB/01 <31504> 3972042,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: CTRL. Pupilla-Bithynia opercula, Sample From: FWS via RP, Date Excavated: 2000",,
1741,0,FALSE,LEGACY,Snail,Opercula/Operculum,Mollusca,Gastropoda,Bithynia,tentaculata,12,,Pianaco,SP20,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: Bithynia tentaculata opercula, Sample From: RP, Date Excavated: 2000",,
1742,0,FALSE,LEGACY,Cow,Bone,Chordata,Mammalia,Bos,taurus,6 pieces 2 pieces returned to sender 27/09/2007,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-corr,"Extra Information: Modern Cow (deproteinated), Sample From: Gordon Turner-Walker, Date Excavated: 2000",,
1743,0,FALSE,LEGACY,Bear,Tooth/Teeth,Chordata,Mammalia,Ursus,sp,Fragments,,Atapuerca-Spain,Tubo 1-SH'00-S16-Zop 54-Sector SW,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-corr,"Extra Information: Matthew Collins-SH-Vd5-muestra DNA. Bear, Sample From: Anders Gotherstrom, Date Excavated: 2000",,
1744,0,FALSE,LEGACY,Bear,Tooth/Teeth,Chordata,Mammalia,Ursus,sp,Fragments,,Atapuerca-Spain,Tubo 2-SH'00-T/V-1 S/16-Y-S96-Arcillons (iro),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-corr,"Extra Information: Matthew Collins-SH-Vd4-muestra DNA. Bear, Sample From: Anders Gotherstrom, Date Excavated: 2000",,
1745,0,FALSE,LEGACY,Bear,Tooth/Teeth,Chordata,Mammalia,Ursus,sp,Fragments,,Atapuerca-Spain,Tubo 3-SH'98-n?86-U-90-Molar de Oso-T-14,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-corr,"Extra Information: Matthew Collins-SH-Vd2-Muestra DNA. Bear molar, Sample From: Anders Gotherstrom, Date Excavated: 2000",,
1746,0,FALSE,LEGACY,Bear,Tooth/Teeth,Chordata,Mammalia,Ursus,sp,Fragments,,Atapuerca-Spain,Tubo 4-SH'98-206-u-Diuente Oso-T-13,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-corr,"Extra Information: Matthew Collins-Vd-1 DNA. Bear, Sample From: Anders Gotherstrom, Date Excavated: 2000",,
1747,0,FALSE,LEGACY,Bear,Tooth/Teeth,Chordata,Mammalia,Ursus,sp,Fragments,,Atapuerca-Spain,Tubo 5-SH'98-No87-U-9d-Molar de Oso-T-14,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-corr,"Extra Information: Matthew Collins-SH-Vd3-Muestra DNA. Bear molar, Sample From: Anders Gotherstrom, Date Excavated: 2000",,
1748,0,FALSE,LEGACY,Bear,Tooth/Teeth,Chordata,Mammalia,Ursus,sp,Fragments,,Atapuerca-Spain,Tubo 6-Love,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-corr,"Extra Information: Matthew Collins-Vd 5 bis. Bear, Sample From: Anders Gotherstrom, Date Excavated: 2000",,
1749,0,FALSE,LEGACY,Tortoise,Bone and Turtle Shell,Chordata,Reptilia,Cylindraspis,sp,4 pieces,,Mare aux Songes-Mauritius,T1-2A-S11,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-corr,"Extra Information: Matthew Collins, Sample From: Beth Shapiro, Date Excavated: 2000",,
1750,0,FALSE,LEGACY,Tortoise,Bone and Turtle Shell,Chordata,Reptilia,Cylindraspis,sp,3 pieces,,Mare aux Songes-Mauritius,T1-2A-S15,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-corr,"Extra Information: Matthew Collins, Sample From: Beth Shapiro, Date Excavated: 2000",,
